year,quarter,region_ar,city_ar,Category,total_deals,average
2019,1,المدينة المنورة,المدينة المنورة,استديو - سكني,61,10951.75439
2019,1,المدينة المنورة,بدر,استديو - سكني,2,9600
2019,1,المدينة المنورة,ينبع,استديو - سكني,2,11400
2019,1,المدينة المنورة,المدينة المنورة,دوبلاكس - سكني,20,32842.10526
2019,1,المدينة المنورة,المدينة المنورة,دور - سكني,22,23186.13636
2019,1,المدينة المنورة,خيبر,دور - سكني,1,9600
2019,1,المدينة المنورة,ينبع,دور - سكني,2,23500
2019,1,المدينة المنورة,الحناكية,شقة - سكني,4,8250
2019,1,المدينة المنورة,العلا,شقة - سكني,1,15600
2019,1,المدينة المنورة,المدينة المنورة,شقة - سكني,2677,17193.87075
2019,1,المدينة المنورة,بدر,شقة - سكني,8,13250
2019,1,المدينة المنورة,خيبر,شقة - سكني,1,13090
2019,1,المدينة المنورة,مهد الذهب,شقة - سكني,2,12000
2019,1,المدينة المنورة,ينبع,شقة - سكني,359,14894.33808
2019,1,المدينة المنورة,المدينة المنورة,فيلا - سكني,24,41263.04348
2019,1,المدينة المنورة,ينبع,فيلا - سكني,2,12000
2019,1,المدينة المنورة,المدينة المنورة,محل - تجاري,17,464.938373
2019,1,المدينة المنورة,خيبر,محل - تجاري,1,102.5641
2019,1,المدينة المنورة,ينبع,محل - تجاري,16,341.483477
2019,1,المدينة المنورة,المدينة المنورة,مكتب - تجاري,7,298.260166
2019,1,المدينة المنورة,ينبع,مكتب - تجاري,1,300
2019,2,المدينة المنورة,المدينة المنورة,استديو - سكني,132,10150
2019,2,المدينة المنورة,ينبع,استديو - سكني,1,10200
2019,2,المدينة المنورة,المدينة المنورة,دوبلاكس - سكني,15,28539
2019,2,المدينة المنورة,ينبع,دوبلاكس - سكني,1,26500
2019,2,المدينة المنورة,المدينة المنورة,دور - سكني,30,23525.22222
2019,2,المدينة المنورة,بدر,دور - سكني,1,12000
2019,2,المدينة المنورة,ينبع,دور - سكني,2,50000
2019,2,المدينة المنورة,الحناكية,شقة - سكني,3,6000
2019,2,المدينة المنورة,العلا,شقة - سكني,4,16550
2019,2,المدينة المنورة,المدينة المنورة,شقة - سكني,2666,17128.92324
2019,2,المدينة المنورة,بدر,شقة - سكني,1,10000
2019,2,المدينة المنورة,مهد الذهب,شقة - سكني,3,6000
2019,2,المدينة المنورة,ينبع,شقة - سكني,300,15937.54924
2019,2,المدينة المنورة,المدينة المنورة,فيلا - سكني,23,37083.54545
2019,2,المدينة المنورة,المدينة المنورة,محل - تجاري,61,471.261082
2019,2,المدينة المنورة,ينبع,محل - تجاري,21,342.612904
2019,2,المدينة المنورة,المدينة المنورة,معرض تجاري - تجاري,1,995.04951
2019,2,المدينة المنورة,المدينة المنورة,مكتب - تجاري,6,424.543005
2019,2,المدينة المنورة,ينبع,مكتب - تجاري,3,391.891895
2019,3,المدينة المنورة,المدينة المنورة,استديو - سكني,88,11300
2019,3,المدينة المنورة,ينبع,استديو - سكني,24,15737.14286
2019,3,المدينة المنورة,المدينة المنورة,دوبلاكس - سكني,22,30227.85714
2019,3,المدينة المنورة,ينبع,دوبلاكس - سكني,3,24000
2019,3,المدينة المنورة,المدينة المنورة,دور - سكني,51,24234.91111
2019,3,المدينة المنورة,ينبع,دور - سكني,3,15333.33333
2019,3,المدينة المنورة,الحناكية,شقة - سكني,4,10500
2019,3,المدينة المنورة,العلا,شقة - سكني,20,18063
2019,3,المدينة المنورة,المدينة المنورة,شقة - سكني,4335,17238.84621
2019,3,المدينة المنورة,بدر,شقة - سكني,13,12681.81818
2019,3,المدينة المنورة,خيبر,شقة - سكني,3,8000
2019,3,المدينة المنورة,مهد الذهب,شقة - سكني,10,10320
2019,3,المدينة المنورة,ينبع,شقة - سكني,516,15258.70225
2019,3,المدينة المنورة,المدينة المنورة,فيلا - سكني,28,36893.83333
2019,3,المدينة المنورة,ينبع,فيلا - سكني,5,44000
2019,3,المدينة المنورة,العلا,محل - تجاري,2,490
2019,3,المدينة المنورة,المدينة المنورة,محل - تجاري,322,566.874677
2019,3,المدينة المنورة,ينبع,محل - تجاري,39,353.60084
2019,3,المدينة المنورة,المدينة المنورة,معرض تجاري - تجاري,6,666.428972
2019,3,المدينة المنورة,ينبع,معرض تجاري - تجاري,1,1125
2019,3,المدينة المنورة,المدينة المنورة,مكتب - تجاري,29,273.09109
2019,3,المدينة المنورة,مهد الذهب,مكتب - تجاري,1,190.47619
2019,3,المدينة المنورة,ينبع,مكتب - تجاري,1,24
2019,4,المدينة المنورة,المدينة المنورة,استديو - سكني,84,10329.16667
2019,4,المدينة المنورة,بدر,استديو - سكني,1,6000
2019,4,المدينة المنورة,ينبع,استديو - سكني,11,10126
2019,4,المدينة المنورة,العلا,دوبلاكس - سكني,1,58333
2019,4,المدينة المنورة,المدينة المنورة,دوبلاكس - سكني,16,34106.66667
2019,4,المدينة المنورة,ينبع,دوبلاكس - سكني,1,40000
2019,4,المدينة المنورة,الحناكية,دور - سكني,1,11781
2019,4,المدينة المنورة,المدينة المنورة,دور - سكني,39,22103.75
2019,4,المدينة المنورة,بدر,دور - سكني,1,15000
2019,4,المدينة المنورة,ينبع,دور - سكني,4,17575
2019,4,المدينة المنورة,الحناكية,شقة - سكني,3,9300
2019,4,المدينة المنورة,العلا,شقة - سكني,32,14827.27273
2019,4,المدينة المنورة,المدينة المنورة,شقة - سكني,4077,16856.6042
2019,4,المدينة المنورة,بدر,شقة - سكني,35,13938.2069
2019,4,المدينة المنورة,خيبر,شقة - سكني,2,9000
2019,4,المدينة المنورة,مهد الذهب,شقة - سكني,7,12428.57143
2019,4,المدينة المنورة,ينبع,شقة - سكني,557,15253.29888
2019,4,المدينة المنورة,المدينة المنورة,فيلا - سكني,35,36303.23529
2019,4,المدينة المنورة,ينبع,فيلا - سكني,3,21666.66667
2019,4,المدينة المنورة,العلا,محل - تجاري,4,402.150487
2019,4,المدينة المنورة,المدينة المنورة,محل - تجاري,466,500.205879
2019,4,المدينة المنورة,بدر,محل - تجاري,1,116.27907
2019,4,المدينة المنورة,ينبع,محل - تجاري,53,396.3053
2019,4,المدينة المنورة,المدينة المنورة,معرض تجاري - تجاري,7,839.152107
2019,4,المدينة المنورة,ينبع,معرض تجاري - تجاري,3,662.488673
2019,4,المدينة المنورة,المدينة المنورة,مكتب - تجاري,36,294.432405
2019,4,المدينة المنورة,ينبع,مكتب - تجاري,2,334.444445
2020,1,المدينة المنورة,المدينة المنورة,استديو - سكني,105,10195.69892
2020,1,المدينة المنورة,ينبع,استديو - سكني,34,16228.57143
2020,1,المدينة المنورة,المدينة المنورة,دوبلاكس - سكني,13,28230.76923
2020,1,المدينة المنورة,ينبع,دوبلاكس - سكني,5,20690.8
2020,1,المدينة المنورة,المدينة المنورة,دور - سكني,54,25843.68627
2020,1,المدينة المنورة,ينبع,دور - سكني,6,20333.33333
2020,1,المدينة المنورة,الحناكية,شقة - سكني,47,8709.677419
2020,1,المدينة المنورة,العلا,شقة - سكني,21,16607.05556
2020,1,المدينة المنورة,المدينة المنورة,شقة - سكني,3889,16479.07454
2020,1,المدينة المنورة,بدر,شقة - سكني,24,12133.33333
2020,1,المدينة المنورة,خيبر,شقة - سكني,4,12045
2020,1,المدينة المنورة,مهد الذهب,شقة - سكني,33,11530.89655
2020,1,المدينة المنورة,ينبع,شقة - سكني,661,14941.44068
2020,1,المدينة المنورة,المدينة المنورة,فيلا - سكني,29,38846.88
2020,1,المدينة المنورة,ينبع,فيلا - سكني,3,44000
2020,1,المدينة المنورة,الحناكية,محل - تجاري,1,1250
2020,1,المدينة المنورة,العلا,محل - تجاري,2,228.69318
2020,1,المدينة المنورة,المدينة المنورة,محل - تجاري,372,629.013845
2020,1,المدينة المنورة,بدر,محل - تجاري,8,324.842863
2020,1,المدينة المنورة,مهد الذهب,محل - تجاري,1,950
2020,1,المدينة المنورة,ينبع,محل - تجاري,87,337.241702
2020,1,المدينة المنورة,المدينة المنورة,معرض تجاري - تجاري,9,617.799206
2020,1,المدينة المنورة,المدينة المنورة,مكتب - تجاري,29,405.341711
2020,1,المدينة المنورة,ينبع,مكتب - تجاري,5,215.714286
2020,2,المدينة المنورة,الحناكية,استديو - سكني,3,6000
2020,2,المدينة المنورة,العلا,استديو - سكني,1,5000
2020,2,المدينة المنورة,المدينة المنورة,استديو - سكني,151,9603.125
2020,2,المدينة المنورة,بدر,استديو - سكني,6,7500
2020,2,المدينة المنورة,ينبع,استديو - سكني,34,10304.7619
2020,2,المدينة المنورة,المدينة المنورة,دوبلاكس - سكني,17,24906.0625
2020,2,المدينة المنورة,ينبع,دوبلاكس - سكني,1,21000
2020,2,المدينة المنورة,الحناكية,دور - سكني,1,18000
2020,2,المدينة المنورة,المدينة المنورة,دور - سكني,52,20795.71739
2020,2,المدينة المنورة,بدر,دور - سكني,1,12000
2020,2,المدينة المنورة,ينبع,دور - سكني,6,20357.5
2020,2,المدينة المنورة,الحناكية,شقة - سكني,52,9400.290322
2020,2,المدينة المنورة,العلا,شقة - سكني,26,13494.5
2020,2,المدينة المنورة,المدينة المنورة,شقة - سكني,3668,15702.10305
2020,2,المدينة المنورة,بدر,شقة - سكني,21,9664.285714
2020,2,المدينة المنورة,خيبر,شقة - سكني,14,9153.636363
2020,2,المدينة المنورة,مهد الذهب,شقة - سكني,51,8508.571428
2020,2,المدينة المنورة,ينبع,شقة - سكني,896,14657.97416
2020,2,المدينة المنورة,المدينة المنورة,فيلا - سكني,28,37075.76
2020,2,المدينة المنورة,ينبع,فيلا - سكني,3,33666.66667
2020,2,المدينة المنورة,العلا,محل - تجاري,6,485.652778
2020,2,المدينة المنورة,المدينة المنورة,محل - تجاري,223,468.413142
2020,2,المدينة المنورة,بدر,محل - تجاري,23,249.726883
2020,2,المدينة المنورة,خيبر,محل - تجاري,1,150
2020,2,المدينة المنورة,مهد الذهب,محل - تجاري,1,600
2020,2,المدينة المنورة,ينبع,محل - تجاري,67,358.361717
2020,2,المدينة المنورة,المدينة المنورة,معرض تجاري - تجاري,6,524.59804
2020,2,المدينة المنورة,ينبع,معرض تجاري - تجاري,1,372.09302
2020,2,المدينة المنورة,المدينة المنورة,مكتب - تجاري,16,335.327652
2020,2,المدينة المنورة,ينبع,مكتب - تجاري,4,229.604977
2020,3,المدينة المنورة,الحناكية,استديو - سكني,2,6000
2020,3,المدينة المنورة,العلا,استديو - سكني,2,4800
2020,3,المدينة المنورة,المدينة المنورة,استديو - سكني,247,9868
2020,3,المدينة المنورة,مهد الذهب,استديو - سكني,2,5000
2020,3,المدينة المنورة,ينبع,استديو - سكني,34,8800
2020,3,المدينة المنورة,المدينة المنورة,دوبلاكس - سكني,25,27494.52
2020,3,المدينة المنورة,ينبع,دوبلاكس - سكني,1,40000
2020,3,المدينة المنورة,الحناكية,دور - سكني,1,6000
2020,3,المدينة المنورة,العلا,دور - سكني,1,36000
2020,3,المدينة المنورة,المدينة المنورة,دور - سكني,116,21069.42574
2020,3,المدينة المنورة,مهد الذهب,دور - سكني,2,11400
2020,3,المدينة المنورة,ينبع,دور - سكني,12,23660.54545
2020,3,المدينة المنورة,الحناكية,شقة - سكني,41,9550.321428
2020,3,المدينة المنورة,العلا,شقة - سكني,91,14339.51613
2020,3,المدينة المنورة,المدينة المنورة,شقة - سكني,9119,15897.27645
2020,3,المدينة المنورة,بدر,شقة - سكني,76,11567.56
2020,3,المدينة المنورة,خيبر,شقة - سكني,40,8148.571428
2020,3,المدينة المنورة,مهد الذهب,شقة - سكني,170,8088.435374
2020,3,المدينة المنورة,ينبع,شقة - سكني,1341,14047.38285
2020,3,المدينة المنورة,المدينة المنورة,فيلا - سكني,47,37800.68421
2020,3,المدينة المنورة,ينبع,فيلا - سكني,101,38000
2020,3,المدينة المنورة,الحناكية,محل - تجاري,10,298.642844
2020,3,المدينة المنورة,العلا,محل - تجاري,10,551.480701
2020,3,المدينة المنورة,المدينة المنورة,محل - تجاري,1344,500.704843
2020,3,المدينة المنورة,بدر,محل - تجاري,34,277.853124
2020,3,المدينة المنورة,خيبر,محل - تجاري,4,176.785715
2020,3,المدينة المنورة,مهد الذهب,محل - تجاري,8,340.125
2020,3,المدينة المنورة,ينبع,محل - تجاري,293,382.257188
2020,3,المدينة المنورة,المدينة المنورة,معرض تجاري - تجاري,55,720.81227
2020,3,المدينة المنورة,ينبع,معرض تجاري - تجاري,5,312.758878
2020,3,المدينة المنورة,الحناكية,مكتب - تجاري,1,225
2020,3,المدينة المنورة,المدينة المنورة,مكتب - تجاري,77,312.139736
2020,3,المدينة المنورة,ينبع,مكتب - تجاري,13,282.133992
2020,4,المدينة المنورة,الحناكية,استديو - سكني,1,5000
2020,4,المدينة المنورة,المدينة المنورة,استديو - سكني,238,10965.93407
2020,4,المدينة المنورة,بدر,استديو - سكني,2,6600
2020,4,المدينة المنورة,خيبر,استديو - سكني,2,12600
2020,4,المدينة المنورة,ينبع,استديو - سكني,110,10371.33333
2020,4,المدينة المنورة,المدينة المنورة,دوبلاكس - سكني,34,34548.60606
2020,4,المدينة المنورة,العلا,دور - سكني,1,30000
2020,4,المدينة المنورة,المدينة المنورة,دور - سكني,127,23230.59048
2020,4,المدينة المنورة,بدر,دور - سكني,2,8000
2020,4,المدينة المنورة,خيبر,دور - سكني,2,10200
2020,4,المدينة المنورة,ينبع,دور - سكني,8,23062.5
2020,4,المدينة المنورة,الحناكية,شقة - سكني,31,9899.826086
2020,4,المدينة المنورة,العلا,شقة - سكني,75,14864.28571
2020,4,المدينة المنورة,المدينة المنورة,شقة - سكني,7536,15985.39279
2020,4,المدينة المنورة,بدر,شقة - سكني,56,12447.85106
2020,4,المدينة المنورة,خيبر,شقة - سكني,11,9600
2020,4,المدينة المنورة,مهد الذهب,شقة - سكني,32,10022.25806
2020,4,المدينة المنورة,ينبع,شقة - سكني,1479,14244.46486
2020,4,المدينة المنورة,المدينة المنورة,فيلا - سكني,36,43618.87879
2020,4,المدينة المنورة,ينبع,فيلا - سكني,5,47727
2020,4,المدينة المنورة,الحناكية,محل - تجاري,13,341.827864
2020,4,المدينة المنورة,العلا,محل - تجاري,43,478.002791
2020,4,المدينة المنورة,المدينة المنورة,محل - تجاري,1728,819.053171
2020,4,المدينة المنورة,بدر,محل - تجاري,54,356.218264
2020,4,المدينة المنورة,خيبر,محل - تجاري,14,458.471598
2020,4,المدينة المنورة,مهد الذهب,محل - تجاري,5,496.158388
2020,4,المدينة المنورة,ينبع,محل - تجاري,353,437.627442
2020,4,المدينة المنورة,العلا,معرض تجاري - تجاري,2,149.769425
2020,4,المدينة المنورة,المدينة المنورة,معرض تجاري - تجاري,48,1052.79048
2020,4,المدينة المنورة,ينبع,معرض تجاري - تجاري,10,888.05878
